Albin Express							
TWA\TWS	6	8	10	12	14	16	20
52	813	682	639.1	617.9	604.1	596.3	591.5
60	752.6	652.1	610.7	588	579.4	574.4	570.3
75	707	615	579.9	566.6	556.3	550	542.2
90	664.2	591.9	565	552.8	544.4	535.9	514.7
110	680.8	606	566.8	544.6	521.4	505.4	486.1
120	718.6	625.7	575.3	551.3	523	499.7	466
135	829.5	670.8	606.8	568.7	545.7	516.6	463.8
150	991.9	773.4	659.3	602.5	568	545.7	492.3
