WindVelocity	4	6	8	10	14	20
40	3.576159	4.94702	5.602649	5.960265	6.317881	6.43
60	4.708609	6.07947	6.586093	6.794702	7.033113	7.211921
80	5.006623	6.377483	6.97351	7.331126	7.688742	7.986755
100	4.738411	6.216556	6.913907	7.42053	8.225166	8.970199
120	3.844371	5.423841	6.377483	6.943709	7.927152	9.834437
140	2.682119	4.05298	5.245033	6.139073	7.211921	8.821192
160	2.145695	3.248344	4.321192	5.304636	6.705298	8.135762
180	2.02649	3.069536	4.082781	5.006623	6.52649	7.986755
