TWS	6	8	10	12	14	16	20
TWA1	45	44.4	43.1	41.4	40.3	39.7	39.6
VMG1	3.29	3.96	4.37	4.63	4.79	4.89	4.96
52	5.16	6.16	6.63	6.88	6.95	7.16	7.26
60	5.56	6.51	6.97	7.22	7.38	7.48	7.58
75	5.95	6.8	7.31	7.6	7.77	7.88	8.02
90	6.12	7.01	7.52	7.81	8	8.12	8.36
110	5.87	6.83	7.41	7.79	8.09	8.4	8.88
120	5.49	6.59	7.22	7.67	8.01	8.36	8.96
135	4.74	5.95	6.77	7.32	7.73	8.06	8.79
TWA9	143	147.4	150.9	162.2	170.4	173.1	176.5
VMG9	3.43	4.38	5.24	6.01	6.63	7.13	7.85
