twa/tws;0;6;8;10;12;14;16;20
0;0;0;0;0;0;0;0;0
52;0;4.08;4.8;5.38;5.67;5.84;5.92;5.94
60;0;4.33;5.11;5.6;5.85;6.01;6.12;6.17
75;0;4.56;5.36;5.77;6;6.18;6.37;6.59
90;0;4.56;5.36;5.83;6.11;6.38;6.56;6.84
110;0;4.42;5.33;5.84;6.13;6.41;6.71;7.24
120;0;4.28;5.19;5.76;6.05;6.3;6.59;7.18
135;0;3.85;4.71;5.45;5.86;6.13;6.39;6.98
150;0;3.35;4.22;4.96;5.57;5.91;6.16;6.69
180;0;1.80;2.40;2.90;3.40;3.90;4.20;4.70
